"Riga","Colonna","Colonna_Nome","Valore_Imputato"
23,116,"X0.0...122",42818.2866872859
25,116,"X0.0...122",14264.6798503912
28,116,"X0.0...122",43551.5585876925
29,116,"X0.0...122",41801.7208551392
11,117,"X741360.0",62504.5357358173
2,118,"X312580.0",78575.8105359644
10,118,"X312580.0",81018.5371179108
12,118,"X312580.0",76078.3686131209
13,118,"X312580.0",70611.1872712889
19,118,"X312580.0",73286.2066927867
21,118,"X312580.0",78426.2120335771
24,118,"X312580.0",78882.8305588118
25,118,"X312580.0",77106.0506738693
26,118,"X312580.0",80700.9802750818
28,118,"X312580.0",81702.9276424721
1,119,"X52311.0",27429.617084338
4,119,"X52311.0",27562.4599546574
5,119,"X52311.0",27561.6266068573
7,119,"X52311.0",27588.0445021219
8,119,"X52311.0",19250.9315434361
9,119,"X52311.0",22268.4106907402
10,119,"X52311.0",27588.09791305
11,119,"X52311.0",27630.6335648418
12,119,"X52311.0",27063.399458345
13,119,"X52311.0",14180.7707914855
16,119,"X52311.0",27528.845262636
17,119,"X52311.0",27516.1591730417
18,119,"X52311.0",27685.3452473558
25,119,"X52311.0",21490.3675140461
26,119,"X52311.0",27529.232326295
28,119,"X52311.0",27628.1248618506
29,119,"X52311.0",23229.8280872632
1,120,"X129800.0",12887.0527253663
2,120,"X129800.0",12918.0305822361
3,120,"X129800.0",11624.0072088463
5,120,"X129800.0",12695.3709739935
6,120,"X129800.0",10640.8371604131
7,120,"X129800.0",12879.4047378308
8,120,"X129800.0",12221.3543592088
9,120,"X129800.0",9411.24375442692
11,120,"X129800.0",12832.9414230594
12,120,"X129800.0",4219.42257495681
13,120,"X129800.0",12155.9918536348
15,120,"X129800.0",12919.785351596
16,120,"X129800.0",7736.01468993364
18,120,"X129800.0",11172.0017741943
19,120,"X129800.0",12861.2219304807
21,120,"X129800.0",12897.3737277743
22,120,"X129800.0",5948.76774533768
23,120,"X129800.0",5847.846660801
25,120,"X129800.0",3507.99649312252
26,120,"X129800.0",12906.7279884609
27,120,"X129800.0",7195.45156822554
28,120,"X129800.0",12667.6685440362
29,120,"X129800.0",7370.53210473838
3,122,"X663430.0",70829.7907413479
18,122,"X663430.0",71185.9990017392
25,123,"X967840.0",20525.2861345072
1,125,"X0.0...131",12289.8163926981
2,125,"X0.0...131",11224.7245865917
3,125,"X0.0...131",12203.4780490884
5,125,"X0.0...131",12224.9073125151
6,125,"X0.0...131",12178.8825545394
8,125,"X0.0...131",12356.7943981966
9,125,"X0.0...131",12258.2612738817
10,125,"X0.0...131",12229.1663566477
11,125,"X0.0...131",10008.5562069699
12,125,"X0.0...131",6416.97514120854
13,125,"X0.0...131",12301.7087506356
16,125,"X0.0...131",11301.2200731752
17,125,"X0.0...131",12322.2504235341
18,125,"X0.0...131",10759.7211570507
19,125,"X0.0...131",12398.6556390859
22,125,"X0.0...131",6578.70023195437
23,125,"X0.0...131",8868.23604236245
24,125,"X0.0...131",12249.8922231946
25,125,"X0.0...131",12337.4034587272
26,125,"X0.0...131",12321.5645384422
27,125,"X0.0...131",12076.1386755804
28,125,"X0.0...131",9232.93126630988
29,125,"X0.0...131",12274.4322676142
26,127,"X569620.0",64410.5703511918
3,129,"X0.0...135",11292.8515444822
5,129,"X0.0...135",11200.5100848003
6,129,"X0.0...135",11000.627902651
7,129,"X0.0...135",8838.81101992333
8,129,"X0.0...135",8589.29538448512
9,129,"X0.0...135",9266.15037378503
10,129,"X0.0...135",11315.042139788
11,129,"X0.0...135",10350.6797968568
12,129,"X0.0...135",5676.50609640786
13,129,"X0.0...135",8953.43250845134
14,129,"X0.0...135",10697.161804792
15,129,"X0.0...135",11286.0296441758
16,129,"X0.0...135",11184.0291703261
18,129,"X0.0...135",11111.629264684
20,129,"X0.0...135",11333.0242888194
21,129,"X0.0...135",9434.30464432146
22,129,"X0.0...135",11103.4677731152
23,129,"X0.0...135",5538.86889847628
24,129,"X0.0...135",11229.9248580228
25,129,"X0.0...135",3965.18434491207
26,129,"X0.0...135",10649.8963742567
27,129,"X0.0...135",11154.4859077556
29,129,"X0.0...135",5488.68985019994
11,130,"X118290.0",15287.6553720815
15,130,"X118290.0",15177.3715633615
16,130,"X118290.0",13314.2415803188
22,130,"X118290.0",14689.8003141265
2,132,"X0.0...138",45438.6037391768
5,132,"X0.0...138",43748.3786440261
7,132,"X0.0...138",44900.4859359382
8,132,"X0.0...138",34627.668809297
10,132,"X0.0...138",43213.2415783184
11,132,"X0.0...138",42943.0004974406
12,132,"X0.0...138",43491.5972717702
14,132,"X0.0...138",46041.323610662
16,132,"X0.0...138",46019.0679403625
17,132,"X0.0...138",45916.5655069452
18,132,"X0.0...138",45102.2381527437
19,132,"X0.0...138",45879.3769896339
22,132,"X0.0...138",27664.4581553236
23,132,"X0.0...138",33220.6972784424
24,132,"X0.0...138",44831.4950870598
26,132,"X0.0...138",45127.910532163
28,132,"X0.0...138",45908.5015113441
25,133,"X307800.0",88548.1067414836
21,134,"X1141800.0",43744.106400267
13,135,"X204290.0",24065.4909138248
23,135,"X204290.0",24209.7454634438
25,135,"X204290.0",6764.06598740516
3,136,"X1.2171E7",23655.7324564002
4,136,"X1.2171E7",29372.3116426093
7,136,"X1.2171E7",27128.8312510714
8,136,"X1.2171E7",28608.7026810298
12,136,"X1.2171E7",28975.7871062015
16,136,"X1.2171E7",28886.7012647539
17,136,"X1.2171E7",27571.6628002107
20,136,"X1.2171E7",26226.2180339253
25,136,"X1.2171E7",24978.6870593691
7,137,"X160880.0",28700.1600127321
8,137,"X160880.0",28045.5684100767
18,137,"X160880.0",29353.0313955802
25,137,"X160880.0",29019.8390312186
28,137,"X160880.0",28375.7008636645
17,139,"X512170.0",41411.7687875576
25,139,"X512170.0",36212.8049283455
14,140,"X5124500.0",856500.777802544
17,140,"X5124500.0",910495.510677613
28,140,"X5124500.0",892540.225800077
25,141,"X158060.0",12651.7088131048
26,141,"X158060.0",45374.5075631219
29,141,"X158060.0",44765.6880767138
28,142,"X1285500.0",148217.349100757
8,144,"X122800.0",22210.883150131
9,144,"X122800.0",25618.2060766396
10,144,"X122800.0",29348.8888283107
11,144,"X122800.0",26574.7193558389
13,144,"X122800.0",19530.614276845
16,144,"X122800.0",29759.6367178887
17,144,"X122800.0",29714.9982145731
21,144,"X122800.0",23405.8117549051
24,144,"X122800.0",28945.100226184
25,144,"X122800.0",12809.2072177545
27,144,"X122800.0",29766.3856468614
28,144,"X122800.0",29588.9487072565
29,144,"X122800.0",29418.3672709838
11,145,"X106250.0",24803.4385459593
13,145,"X106250.0",24774.7288863705
25,145,"X106250.0",19914.5471763412
5,147,"X8813400.0",43078.2829158809
6,147,"X8813400.0",49847.3700468241
7,147,"X8813400.0",25380.5830565486
9,147,"X8813400.0",45068.447665551
11,147,"X8813400.0",46507.6498106274
12,147,"X8813400.0",43613.170697464
13,147,"X8813400.0",49355.7097145259
14,147,"X8813400.0",28953.0656319883
25,147,"X8813400.0",9576.27464744278
28,147,"X8813400.0",47225.6293904949
1,148,"X133280.0",76472.4900859193
4,148,"X133280.0",75149.5307197833
7,148,"X133280.0",76354.9566241904
9,148,"X133280.0",71591.7280965161
11,148,"X133280.0",76463.3906884695
13,148,"X133280.0",65984.1924505153
14,148,"X133280.0",76662.4937091599
15,148,"X133280.0",76398.8794348762
17,148,"X133280.0",76632.8235629229
21,148,"X133280.0",56182.3267757352
25,148,"X133280.0",32726.9869447641
29,148,"X133280.0",70149.5252710686
9,149,"X1197500.0",59979.3006296062
11,149,"X1197500.0",61341.1621834101
12,149,"X1197500.0",61013.7401872037
25,149,"X1197500.0",47931.9018061039
8,150,"X377020.0",85916.1382016719
14,150,"X377020.0",82067.4410350107
15,150,"X377020.0",85367.0921145144
22,150,"X377020.0",85550.0723100899
23,150,"X377020.0",82202.1809150023
24,150,"X377020.0",85297.954739515
26,150,"X377020.0",83411.0664438328
27,150,"X377020.0",85267.1028597036
12,152,"X209720.0",25917.0913951272
19,152,"X209720.0",26691.80814539
21,152,"X209720.0",26444.7911003503
23,152,"X209720.0",21425.2220217214
25,152,"X209720.0",7291.8408341814
29,152,"X209720.0",26696.3231429127
25,153,"X430800.0",23588.3191595393
2,154,"X146080.0",13137.0069523425
3,154,"X146080.0",16458.3641112651
4,154,"X146080.0",22405.6748577333
5,154,"X146080.0",20502.7299273356
7,154,"X146080.0",21305.4864391505
8,154,"X146080.0",20931.8934260464
16,154,"X146080.0",21928.1453402035
24,154,"X146080.0",21017.7358855922
25,154,"X146080.0",22052.7312305371
27,154,"X146080.0",20580.1161548861
22,155,"X634070.0",24685.6760869182
2,156,"X99922.0",25041.6206777456
4,156,"X99922.0",24744.9363118268
7,156,"X99922.0",25426.424130637
8,156,"X99922.0",25303.7686751089
10,156,"X99922.0",25067.2658180436
20,156,"X99922.0",25338.537032542
29,156,"X99922.0",25007.805492404
6,158,"X72594.0",25273.5603946594
7,158,"X72594.0",26075.4771980927
8,158,"X72594.0",26007.3115106106
9,158,"X72594.0",24965.4911335885
12,158,"X72594.0",17928.5305386299
13,158,"X72594.0",26208.4827958123
14,158,"X72594.0",26022.4765290011
19,158,"X72594.0",25888.7051532077
21,158,"X72594.0",25984.1051934231
23,158,"X72594.0",24499.2910445973
24,158,"X72594.0",25872.5093263547
25,158,"X72594.0",12560.0644824086
27,158,"X72594.0",26165.2253027802
28,158,"X72594.0",25547.4166741482
1,161,"X93236.0",22789.5077512593
7,161,"X93236.0",22736.4275295044
9,161,"X93236.0",14772.5744276451
12,161,"X93236.0",22707.2576625985
13,161,"X93236.0",21584.783300377
18,161,"X93236.0",21923.3071834309
21,161,"X93236.0",19900.6710094716
25,161,"X93236.0",11760.353669987
9,163,"X407120.0",36035.391548731
12,163,"X407120.0",34867.6924503732
14,163,"X407120.0",37341.9168895072
25,163,"X407120.0",17061.5853858357
3,165,"X706930.0",60414.3494040788
21,165,"X706930.0",57678.4659669469
25,166,"X1050400.0",50646.5951936906
1,167,"X0.0...177",117163.988392842
2,167,"X0.0...177",139642.152693766
3,167,"X0.0...177",185482.993133785
6,167,"X0.0...177",141007.691128887
8,167,"X0.0...177",42296.4649488141
10,167,"X0.0...177",141430.729582697
11,167,"X0.0...177",74994.0180399445
12,167,"X0.0...177",69126.5286620219
13,167,"X0.0...177",134185.402822252
14,167,"X0.0...177",138842.816472743
15,167,"X0.0...177",139495.59666812
16,167,"X0.0...177",138739.035379747
18,167,"X0.0...177",63907.9733281703
20,167,"X0.0...177",134720.385280676
21,167,"X0.0...177",139787.36467414
22,167,"X0.0...177",138059.524659468
23,167,"X0.0...177",112061.31450073
24,167,"X0.0...177",139963.679712302
25,167,"X0.0...177",140930.141607018
26,167,"X0.0...177",139801.470302024
27,167,"X0.0...177",71251.1019875272
28,167,"X0.0...177",139346.195928066
29,167,"X0.0...177",127000.383210874
8,169,"X157740.0",25860.407774185
11,169,"X157740.0",25360.1381039976
15,169,"X157740.0",25692.7361739463
29,169,"X157740.0",25362.1839693258
21,171,"X288590.0",30247.3519750464
19,172,"X127530.0",24272.1696723948
25,173,"X779140.0",52555.1963264213
25,174,"X555880.0",54226.0860795478
1,175,"X1159300.0",117114.656134363
3,175,"X1159300.0",145741.518008848
5,175,"X1159300.0",78091.1238383483
6,175,"X1159300.0",93819.0372797471
7,175,"X1159300.0",145074.78900525
8,175,"X1159300.0",146468.794390579
9,175,"X1159300.0",124856.691326984
11,175,"X1159300.0",145256.491614788
12,175,"X1159300.0",68322.65197788
14,175,"X1159300.0",112033.93060454
15,175,"X1159300.0",145892.638840224
16,175,"X1159300.0",139290.768842445
18,175,"X1159300.0",137995.397320457
19,175,"X1159300.0",146059.002893579
20,175,"X1159300.0",145319.556085686
21,175,"X1159300.0",141924.959915134
22,175,"X1159300.0",119907.096627718
23,175,"X1159300.0",98045.5856899089
25,175,"X1159300.0",92427.290901545
26,175,"X1159300.0",146170.091826026
27,175,"X1159300.0",145201.839518301
29,175,"X1159300.0",105687.717552233
13,176,"X303960.0",30194.2419591589
21,177,"X1505400.0",32126.9515084419
27,177,"X1505400.0",31234.9631779537
1,178,"X0.0...192",24071.8276650537
3,178,"X0.0...192",23969.4111341628
5,178,"X0.0...192",24076.9497458392
7,178,"X0.0...192",21909.2374367465
8,178,"X0.0...192",24098.8403071962
9,178,"X0.0...192",16517.4172561864
10,178,"X0.0...192",22996.6277267202
11,178,"X0.0...192",16657.7982180464
12,178,"X0.0...192",12716.2742524031
13,178,"X0.0...192",16124.5531643608
14,178,"X0.0...192",23981.368621599
15,178,"X0.0...192",24128.7721792115
18,178,"X0.0...192",17150.1779644358
21,178,"X0.0...192",23359.9477768889
22,178,"X0.0...192",20248.9940630914
23,178,"X0.0...192",9242.99764714551
25,178,"X0.0...192",8140.58457608148
26,178,"X0.0...192",23885.5460231837
27,178,"X0.0...192",23948.3671070385
29,178,"X0.0...192",15081.4110278475
10,179,"X116280.0",37608.647071276
11,179,"X116280.0",37471.1463765669
13,179,"X116280.0",33073.4083815252
18,179,"X116280.0",37055.6630765605
19,179,"X116280.0",37575.457015828
20,179,"X116280.0",37558.858435305
22,179,"X116280.0",38006.727793931
24,179,"X116280.0",37729.1060849739
26,179,"X116280.0",32401.7313591981
28,179,"X116280.0",36473.3332040359
29,179,"X116280.0",37877.1972467432
2,180,"X403450.0",12079.7539223663
7,180,"X403450.0",11904.3437645825
9,180,"X403450.0",12660.4077689959
11,180,"X403450.0",11507.1857738874
12,180,"X403450.0",12163.3922897837
16,180,"X403450.0",12670.6945244153
20,180,"X403450.0",12506.6137501247
21,180,"X403450.0",12625.3764972219
24,180,"X403450.0",12206.0823777679
25,180,"X403450.0",5819.75899964214
27,180,"X403450.0",11528.7567869664
29,180,"X403450.0",11740.2395111662
4,181,"X0.0...195",26267.0853095994
12,181,"X0.0...195",27155.5755659281
15,181,"X0.0...195",26867.5459774198
19,181,"X0.0...195",27531.890449397
25,181,"X0.0...195",19749.9988897625
9,183,"X339490.0",26397.0234190796
11,183,"X339490.0",26731.7749586932
23,183,"X339490.0",27561.824944645
25,183,"X339490.0",27039.9303480849
7,184,"X253590.0",28094.4378501658
9,184,"X253590.0",19467.1575534593
11,184,"X253590.0",22132.538727066
12,184,"X253590.0",22222.7068619125
13,184,"X253590.0",29191.9396767722
16,184,"X253590.0",28940.5050051877
18,184,"X253590.0",28860.0969740033
21,184,"X253590.0",28534.069916781
22,184,"X253590.0",29104.0188143555
23,184,"X253590.0",18314.8855293565
25,184,"X253590.0",11418.0801468823
3,185,"X1640600.0",295226.615490752
5,185,"X1640600.0",297858.643066836
11,185,"X1640600.0",293197.120259779
16,185,"X1640600.0",298175.096729599
23,185,"X1640600.0",296232.843689594
24,185,"X1640600.0",294547.211892909
26,185,"X1640600.0",289173.881410757
27,185,"X1640600.0",297447.163212278
28,185,"X1640600.0",297879.40039751
7,188,"X2423100.0",74639.6070466898
8,188,"X2423100.0",71058.5638965205
9,188,"X2423100.0",39884.6530449544
12,188,"X2423100.0",74634.572399741
13,188,"X2423100.0",76147.4836537271
14,188,"X2423100.0",69347.7832604314
20,188,"X2423100.0",76227.9350817481
23,188,"X2423100.0",37022.2775499115
24,188,"X2423100.0",77208.6538172908
25,188,"X2423100.0",9296.65845696506
29,188,"X2423100.0",24657.8333745507
2,192,"X0.0...207",220985.563933068
4,192,"X0.0...207",226018.306068171
5,192,"X0.0...207",223440.054392357
6,192,"X0.0...207",225576.709522671
7,192,"X0.0...207",162140.359811065
8,192,"X0.0...207",222845.890807779
9,192,"X0.0...207",225203.327161401
10,192,"X0.0...207",176336.369691085
12,192,"X0.0...207",224303.981769315
13,192,"X0.0...207",197464.483709
15,192,"X0.0...207",222255.127924487
17,192,"X0.0...207",216052.638365005
18,192,"X0.0...207",219721.154264006
19,192,"X0.0...207",195241.900621681
20,192,"X0.0...207",224429.627482949
21,192,"X0.0...207",211822.849488093
22,192,"X0.0...207",223399.158971804
24,192,"X0.0...207",222923.592530786
25,192,"X0.0...207",147860.524331452
26,192,"X0.0...207",205434.429243325
27,192,"X0.0...207",193698.73616328
28,192,"X0.0...207",213603.542328992
29,192,"X0.0...207",218848.013825481
7,193,"X388900.0",25455.5351265506
9,193,"X388900.0",26098.8037292438
10,193,"X388900.0",26088.6829975845
1,197,"X121810.0",26864.4123618176
7,197,"X121810.0",26557.8908340949
8,197,"X121810.0",19802.7641351546
9,197,"X121810.0",7046.56798664605
11,197,"X121810.0",22417.5070918689
12,197,"X121810.0",9842.88487737836
13,197,"X121810.0",20099.2051579167
15,197,"X121810.0",26462.2055749654
16,197,"X121810.0",25501.7509254397
17,197,"X121810.0",27005.8895114841
18,197,"X121810.0",26066.7179514546
21,197,"X121810.0",14336.7810353694
22,197,"X121810.0",26637.0654059908
23,197,"X121810.0",7917.46025840627
25,197,"X121810.0",3047.39113710609
27,197,"X121810.0",24490.5856029487
28,197,"X121810.0",26892.3669145371
29,197,"X121810.0",11373.9559842164
1,201,"X1180500.0",35400.0297109532
3,201,"X1180500.0",14947.273092483
4,201,"X1180500.0",36021.4038008268
5,201,"X1180500.0",35907.3956712143
6,201,"X1180500.0",36152.8501899079
7,201,"X1180500.0",18171.3456655884
8,201,"X1180500.0",36045.2813185622
9,201,"X1180500.0",16614.9698739161
10,201,"X1180500.0",35375.1442331178
12,201,"X1180500.0",35715.6495949698
13,201,"X1180500.0",33700.1911383968
15,201,"X1180500.0",36014.767441449
17,201,"X1180500.0",35942.0536218841
18,201,"X1180500.0",35870.5303576263
19,201,"X1180500.0",35944.9321838142
20,201,"X1180500.0",35645.6628574843
21,201,"X1180500.0",30217.8453028218
22,201,"X1180500.0",30979.3970843106
23,201,"X1180500.0",35774.4781668055
25,201,"X1180500.0",31707.8854648855
3,202,"X140120.0",13636.7004237872
4,202,"X140120.0",16887.1240899356
5,202,"X140120.0",16952.07655216
9,202,"X140120.0",13936.6898428329
12,202,"X140120.0",16832.6811500999
17,202,"X140120.0",15454.8073173809
19,202,"X140120.0",14904.8480530269
23,202,"X140120.0",16939.0739921457
25,202,"X140120.0",16552.6305275234
26,202,"X140120.0",16684.9506088403
29,202,"X140120.0",16070.4819879566
4,204,"X106770.0",51873.6017386762
10,204,"X106770.0",52375.0717243694
11,204,"X106770.0",52250.1049335752
13,204,"X106770.0",51768.707907336
19,204,"X106770.0",52211.3508662082
21,204,"X106770.0",41910.072625091
23,204,"X106770.0",51399.5859812488
25,204,"X106770.0",51296.1862796683
26,204,"X106770.0",51926.5859077045
28,204,"X106770.0",52403.2684145005
29,204,"X106770.0",51626.7442481804
2,205,"X69654.0",19140.4785006785
6,205,"X69654.0",19136.8805450877
7,205,"X69654.0",19091.3436532781
8,205,"X69654.0",18251.3345899431
9,205,"X69654.0",15638.066698839
10,205,"X69654.0",17534.5122631706
11,205,"X69654.0",18976.4591293099
12,205,"X69654.0",15255.9178370176
13,205,"X69654.0",17459.9400715588
15,205,"X69654.0",18965.7005151158
16,205,"X69654.0",18975.5116539824
17,205,"X69654.0",18694.2754436201
18,205,"X69654.0",12921.8409407318
20,205,"X69654.0",15269.7543740112
21,205,"X69654.0",18816.7885165077
22,205,"X69654.0",19128.2941037085
23,205,"X69654.0",18375.895467508
24,205,"X69654.0",11878.6480260096
25,205,"X69654.0",12715.0719481029
26,205,"X69654.0",13596.7064926269
27,205,"X69654.0",11610.5632058533
29,205,"X69654.0",16623.4068913311
8,206,"X525220.0",33404.025168875
23,206,"X525220.0",33897.1725110659
25,206,"X525220.0",10696.1242041653
29,206,"X525220.0",33893.275770936
23,208,"X1589300.0",49186.3292793786
25,210,"X2643600.0",88097.8787294308
25,212,"X884150.0",45366.0219584843
28,213,"X408290.0",17267.9530132339
1,215,"X446330.0",39694.3990285666
7,215,"X446330.0",39281.4170634873
9,215,"X446330.0",39702.1497025233
12,215,"X446330.0",37695.9293187997
13,215,"X446330.0",39232.9371866611
21,215,"X446330.0",37864.8068966023
24,215,"X446330.0",38697.518996085
26,215,"X446330.0",38328.3746544898
28,217,"X3986700.0",54136.8738151797
10,218,"X1027700.0",10743.8279318607
13,218,"X1027700.0",10790.3890376781
25,218,"X1027700.0",10389.4948340035
29,218,"X1027700.0",10446.2050407542
2,219,"X389320.0",30014.021663298
5,219,"X389320.0",23784.015873475
6,219,"X389320.0",31871.1295834437
7,219,"X389320.0",13197.2803097755
8,219,"X389320.0",31449.447040214
9,219,"X389320.0",31910.1434688713
10,219,"X389320.0",22091.6700248122
12,219,"X389320.0",12643.885292973
13,219,"X389320.0",23962.835956822
14,219,"X389320.0",13219.7532179898
15,219,"X389320.0",31675.1737578406
17,219,"X389320.0",31538.9951421498
18,219,"X389320.0",10474.0207949237
20,219,"X389320.0",31356.4806086414
22,219,"X389320.0",18368.1048316349
23,219,"X389320.0",17995.4094447348
24,219,"X389320.0",28682.2518270094
25,219,"X389320.0",10325.0042967194
26,219,"X389320.0",27468.2980811978
28,219,"X389320.0",30739.6444558872
29,219,"X389320.0",14456.8173988226
9,224,"X1927200.0",26501.8719169532
14,224,"X1927200.0",24329.6586525478
25,224,"X1927200.0",12625.438829307
2,225,"X0.0...242",58595.0140593341
3,225,"X0.0...242",59024.3699819781
5,225,"X0.0...242",60890.4073542332
6,225,"X0.0...242",61378.3024838247
7,225,"X0.0...242",60954.3385491536
8,225,"X0.0...242",61865.1179361345
10,225,"X0.0...242",60686.2394298744
13,225,"X0.0...242",61850.952298505
15,225,"X0.0...242",60697.610725847
16,225,"X0.0...242",61595.0232211404
17,225,"X0.0...242",60234.1064052603
19,225,"X0.0...242",62222.0033029583
20,225,"X0.0...242",49022.760850602
24,225,"X0.0...242",59460.6114745797
26,225,"X0.0...242",62219.4637428036
27,225,"X0.0...242",61808.8079407015
2,226,"X5413200.0",87633.3782267299
7,226,"X5413200.0",85660.9806087879
14,226,"X5413200.0",84113.0957427971
16,226,"X5413200.0",86181.2745117286
19,226,"X5413200.0",87159.7467178625
20,226,"X5413200.0",79197.922276396
23,226,"X5413200.0",60229.5901035479
25,226,"X5413200.0",86357.1983670166
25,229,"X8670900.0",21894.6232345576
1,230,"X1790900.0",36089.7134747143
2,230,"X1790900.0",16401.3711813311
3,230,"X1790900.0",8681.06006820111
4,230,"X1790900.0",34567.447548668
5,230,"X1790900.0",29535.9538613408
7,230,"X1790900.0",23436.6601177334
8,230,"X1790900.0",35604.85933298
9,230,"X1790900.0",35714.5161977919
13,230,"X1790900.0",30889.8023331338
14,230,"X1790900.0",28144.9251146536
17,230,"X1790900.0",19905.5483634549
18,230,"X1790900.0",36375.1312555993
22,230,"X1790900.0",35974.2412265219
23,230,"X1790900.0",35153.3470579007
25,230,"X1790900.0",35612.1775731823
26,230,"X1790900.0",32244.4228502069
27,230,"X1790900.0",36252.621890983
28,230,"X1790900.0",10567.3943324023
29,230,"X1790900.0",35389.6975441063
3,232,"X0.0...250",17167.72681453
7,232,"X0.0...250",17041.2173045892
10,232,"X0.0...250",16306.5739556405
11,232,"X0.0...250",16965.0771041627
12,232,"X0.0...250",16650.54632885
13,232,"X0.0...250",16404.9500165344
14,232,"X0.0...250",17085.212745186
15,232,"X0.0...250",16672.3199620211
17,232,"X0.0...250",17158.203677874
23,232,"X0.0...250",14229.8834308907
24,232,"X0.0...250",16517.1302929733
25,232,"X0.0...250",16602.4541536284
29,232,"X0.0...250",16958.1313933497
2,233,"X0.0...251",27399.0854609694
4,233,"X0.0...251",27674.872060327
8,233,"X0.0...251",27240.7817237797
9,233,"X0.0...251",26991.9045180845
11,233,"X0.0...251",27568.0988543128
12,233,"X0.0...251",27081.3977323601
13,233,"X0.0...251",19460.5683273627
15,233,"X0.0...251",27669.015982974
17,233,"X0.0...251",27012.382580656
18,233,"X0.0...251",27194.0775884452
19,233,"X0.0...251",27586.9629223091
22,233,"X0.0...251",27577.1992650132
23,233,"X0.0...251",24950.1086102743
25,233,"X0.0...251",27305.464775938
28,233,"X0.0...251",23702.9729321364
2,234,"X577450.0",652458.031740688
4,234,"X577450.0",548574.144741577
6,234,"X577450.0",553582.423799568
7,234,"X577450.0",546858.471708019
8,234,"X577450.0",526328.287128453
9,234,"X577450.0",516133.89414785
10,234,"X577450.0",551821.169329609
11,234,"X577450.0",552457.268492168
12,234,"X577450.0",460327.261357351
13,234,"X577450.0",484021.175862951
14,234,"X577450.0",550781.99425237
15,234,"X577450.0",451608.590915964
17,234,"X577450.0",551262.378581671
18,234,"X577450.0",525038.933712956
19,234,"X577450.0",551950.185982936
21,234,"X577450.0",549812.819420455
23,234,"X577450.0",551668.763041005
24,234,"X577450.0",550123.12781248
25,234,"X577450.0",541052.293439225
26,234,"X577450.0",552601.577838022
27,234,"X577450.0",522341.967548488
29,234,"X577450.0",546766.393738445
21,236,"X339620.0",14399.2151266451
25,236,"X339620.0",13204.0493440509
11,237,"X886030.0",17790.0718303291
12,237,"X886030.0",17746.5713954415
14,237,"X886030.0",17969.9365521632
19,237,"X886030.0",18452.4155392019
21,237,"X886030.0",18310.4596595964
23,237,"X886030.0",18098.1435482704
25,237,"X886030.0",3061.32246856971
27,237,"X886030.0",18377.5553185605
29,237,"X886030.0",13983.5929356115
1,238,"X0.0...256",749455.414792684
2,238,"X0.0...256",1249405.70895817
3,238,"X0.0...256",1205218.74989243
4,238,"X0.0...256",1205134.0862991
5,238,"X0.0...256",1298136.72193616
6,238,"X0.0...256",1299655.39685538
7,238,"X0.0...256",765788.214587783
11,238,"X0.0...256",1293559.00646954
12,238,"X0.0...256",1293131.92886374
13,238,"X0.0...256",1303484.79200888
14,238,"X0.0...256",977914.809321512
20,238,"X0.0...256",1278965.52510654
22,238,"X0.0...256",1283866.62059591
23,238,"X0.0...256",1312499.2478187
25,238,"X0.0...256",905239.233873575
14,239,"X411380.0",33311.1147915882
25,239,"X411380.0",33153.4575486037
7,240,"X423720.0",64501.2377957077
10,240,"X423720.0",31423.4002736904
12,240,"X423720.0",31914.8131507704
13,240,"X423720.0",62612.5067447592
15,240,"X423720.0",61249.0180065356
19,240,"X423720.0",65166.8449668617
4,241,"X412630.0",22033.9946815774
11,241,"X412630.0",22094.6290083961
13,241,"X412630.0",22399.260122871
18,241,"X412630.0",22124.7636456041
20,241,"X412630.0",22359.1642028394
3,242,"X123460.0",17751.661018401
14,242,"X123460.0",18747.3442833753
13,243,"X502500.0",29653.342931204
21,243,"X502500.0",29798.4867697638
25,243,"X502500.0",23283.3423176359
29,243,"X502500.0",29323.5552199569
14,246,"X4679300.0",247097.241470312
16,246,"X4679300.0",235364.432940628
18,246,"X4679300.0",244680.804885851
19,246,"X4679300.0",206047.304237962
20,246,"X4679300.0",234030.328689563
21,246,"X4679300.0",232627.809056596
27,246,"X4679300.0",233655.876729459
3,248,"X0.0...267",9739.05660835333
4,248,"X0.0...267",16255.5375638722
5,248,"X0.0...267",13686.2002373065
7,248,"X0.0...267",13565.3016719112
8,248,"X0.0...267",11459.4887690584
9,248,"X0.0...267",8132.28133046047
10,248,"X0.0...267",13706.2629334005
11,248,"X0.0...267",10280.6094742126
12,248,"X0.0...267",10926.579087429
14,248,"X0.0...267",13400.5431736211
15,248,"X0.0...267",13701.8579191438
16,248,"X0.0...267",13591.4376043122
18,248,"X0.0...267",13643.0355838577
19,248,"X0.0...267",13596.9941413763
21,248,"X0.0...267",11835.7257178851
22,248,"X0.0...267",10310.5811264847
23,248,"X0.0...267",9315.86476996059
24,248,"X0.0...267",13612.9691611355
25,248,"X0.0...267",13456.55461539
26,248,"X0.0...267",13627.3088921983
29,248,"X0.0...267",12821.2761503162
2,249,"X378770.0",31896.9576966066
3,249,"X378770.0",44954.280568874
5,249,"X378770.0",44137.3786485319
6,249,"X378770.0",55145.7771728595
7,249,"X378770.0",23559.0161005088
8,249,"X378770.0",44882.9255062791
9,249,"X378770.0",43209.783669764
10,249,"X378770.0",27759.2348456643
